"year","zone","dwelling","count"
"1980","S01002191","House",0
"1989","S01002191","House",0
"2003","S01002191","House",0
"1981","S01002191","House",0
"1993","S01002191","House",0
"1986","S01002191","House",1
"1982","S01002191","House",0
"2002","S01002191","House",0
"1998","S01002191","House",0
"1983","S01002191","House",0
"1984","S01002191","House",2
"2004","S01002192","All",5
"2005","S01002192","All",0
"2003","S01002192","All",7
"2002","S01002192","All",6
"1998","S01002192","All",7
"1999","S01002192","All",4
"2000","S01002192","All",4
"2001","S01002192","All",3
"1993","S01002192","All",11
"1994","S01002192","All",4
"1995","S01002192","All",4
"1996","S01002192","All",1
"1997","S01002192","All",5
"1980","S01002192","All",17
"1981","S01002192","All",22
"1982","S01002192","All",5
"1983","S01002192","All",10
"1984","S01002192","All",19
"1985","S01002192","All",15
"1986","S01002192","All",14
"1987","S01002192","All",16
"1988","S01002192","All",14
"1989","S01002192","All",31
"1990","S01002192","All",13
"1991","S01002192","All",7
"1992","S01002192","All",10
"1994","S01002192","Flat",0
"1987","S01002192","Flat",0
"1995","S01002192","Flat",2
"1996","S01002192","Flat",0
"1997","S01002192","Flat",1
"1988","S01002192","Flat",5
"1991","S01002192","Flat",1
"1980","S01002192","Flat",1
"1981","S01002192","Flat",0
"1989","S01002192","Flat",4
"1982","S01002192","Flat",0
"1992","S01002192","Flat",2
"1983","S01002192","Flat",1
"2004","S01002192","Flat",0
"1984","S01002192","Flat",1
"2005","S01002192","Flat",0
"1990","S01002192","Flat",2
"2003","S01002192","Flat",0
"1985","S01002192","Flat",1
"2002","S01002192","Flat",0
"1998","S01002192","Flat",1
"1999","S01002192","Flat",0
"1986","S01002192","Flat",0
"2000","S01002192","Flat",0
"2001","S01002192","Flat",0
"1993","S01002192","Flat",5
"1987","S01002192","House",16
"1994","S01002192","House",4
"2004","S01002192","House",5
"2000","S01002192","House",4
"1991","S01002192","House",6
"1985","S01002192","House",14
"1995","S01002192","House",2
"1996","S01002192","House",1
"2005","S01002192","House",0
"1988","S01002192","House",9
"1997","S01002192","House",4
"1990","S01002192","House",11
"1992","S01002192","House",8
"2001","S01002192","House",3
"1999","S01002192","House",4
"1980","S01002192","House",16
"1989","S01002192","House",27
"2003","S01002192","House",7
"1981","S01002192","House",22
"1993","S01002192","House",6
"1986","S01002192","House",14
"1982","S01002192","House",5
"2002","S01002192","House",6
"1998","S01002192","House",6
"1983","S01002192","House",9
"1984","S01002192","House",18
"2004","S01002193","All",0
"2005","S01002193","All",0
"2003","S01002193","All",0
"2002","S01002193","All",0
"1998","S01002193","All",0
"1999","S01002193","All",0
"2000","S01002193","All",0
"2001","S01002193","All",0
"1993","S01002193","All",0
"1994","S01002193","All",0
"1995","S01002193","All",0
"1996","S01002193","All",0
"1997","S01002193","All",0
"1980","S01002193","All",0
"1981","S01002193","All",0
"1982","S01002193","All",0
"1983","S01002193","All",0
"1984","S01002193","All",0
"1985","S01002193","All",0
"1986","S01002193","All",0
"1987","S01002193","All",0
"1988","S01002193","All",0
"1989","S01002193","All",0
"1990","S01002193","All",0
"1991","S01002193","All",0
"1992","S01002193","All",0
"1994","S01002193","Flat",0
"1987","S01002193","Flat",0
"1995","S01002193","Flat",0
"1996","S01002193","Flat",0
"1997","S01002193","Flat",0
"1988","S01002193","Flat",0
"1991","S01002193","Flat",0
"1980","S01002193","Flat",0
"1981","S01002193","Flat",0
"1989","S01002193","Flat",0
"1982","S01002193","Flat",0
"1992","S01002193","Flat",0
"1983","S01002193","Flat",0
"2004","S01002193","Flat",0
"1984","S01002193","Flat",0
"2005","S01002193","Flat",0
"1990","S01002193","Flat",0
"2003","S01002193","Flat",0
"1985","S01002193","Flat",0
"2002","S01002193","Flat",0
"1998","S01002193","Flat",0
"1999","S01002193","Flat",0
"1986","S01002193","Flat",0
"2000","S01002193","Flat",0
"2001","S01002193","Flat",0
"1993","S01002193","Flat",0
"1987","S01002193","House",0
"1994","S01002193","House",0
"2004","S01002193","House",0
"2000","S01002193","House",0
"1991","S01002193","House",0
"1985","S01002193","House",0
"1995","S01002193","House",0
"1996","S01002193","House",0
"2005","S01002193","House",0
"1988","S01002193","House",0
"1997","S01002193","House",0
"1990","S01002193","House",0
"1992","S01002193","House",0
"2001","S01002193","House",0
"1999","S01002193","House",0
"1980","S01002193","House",0
"1989","S01002193","House",0
"2003","S01002193","House",0
"1981","S01002193","House",0
"1993","S01002193","House",0
"1986","S01002193","House",0
"1982","S01002193","House",0
"2002","S01002193","House",0
"1998","S01002193","House",0
"1983","S01002193","House",0
"1984","S01002193","House",0
"2004","S01002194","All",1
"2005","S01002194","All",1
"2003","S01002194","All",3
"2002","S01002194","All",3
"1998","S01002194","All",4
"1999","S01002194","All",3
"2000","S01002194","All",3
"2001","S01002194","All",2
"1993","S01002194","All",2
"1994","S01002194","All",3
"1995","S01002194","All",5
"1996","S01002194","All",2
"1997","S01002194","All",2
"1980","S01002194","All",9
"1981","S01002194","All",26
"1982","S01002194","All",10
"1983","S01002194","All",15
"1984","S01002194","All",23
"1985","S01002194","All",10
"1986","S01002194","All",10
"1987","S01002194","All",20
"1988","S01002194","All",15
"1989","S01002194","All",20
"1990","S01002194","All",20
"1991","S01002194","All",6
"1992","S01002194","All",11
"1994","S01002194","Flat",1
"1987","S01002194","Flat",1
"1995","S01002194","Flat",1
"1996","S01002194","Flat",0
"1997","S01002194","Flat",0
"1988","S01002194","Flat",3
"1991","S01002194","Flat",2
"1980","S01002194","Flat",0
"1981","S01002194","Flat",2
"1989","S01002194","Flat",1
"1982","S01002194","Flat",0
"1992","S01002194","Flat",2
"1983","S01002194","Flat",3
"2004","S01002194","Flat",0
"1984","S01002194","Flat",1
"2005","S01002194","Flat",0
"1990","S01002194","Flat",3
"2003","S01002194","Flat",0
"1985","S01002194","Flat",0
"2002","S01002194","Flat",0
"1998","S01002194","Flat",0
"1999","S01002194","Flat",0
"1986","S01002194","Flat",0
"2000","S01002194","Flat",0
"2001","S01002194","Flat",0
"1993","S01002194","Flat",0
"1987","S01002194","House",19
"1994","S01002194","House",2
"2004","S01002194","House",1
"2000","S01002194","House",3
"1991","S01002194","House",4
"1985","S01002194","House",10
"1995","S01002194","House",4
"1996","S01002194","House",2
"2005","S01002194","House",1
"1988","S01002194","House",12
"1997","S01002194","House",2
"1990","S01002194","House",17
"1992","S01002194","House",9
"2001","S01002194","House",2
"1999","S01002194","House",3
"1980","S01002194","House",9
"1989","S01002194","House",19
"2003","S01002194","House",3
"1981","S01002194","House",24
"1993","S01002194","House",2
"1986","S01002194","House",10
"1982","S01002194","House",10
"2002","S01002194","House",3
"1998","S01002194","House",4
"1983","S01002194","House",12
"1984","S01002194","House",22
"2004","S01002195","All",0
"2005","S01002195","All",0
"2003","S01002195","All",0
"2002","S01002195","All",0
"1998","S01002195","All",0
"1999","S01002195","All",0
"2000","S01002195","All",0
"2001","S01002195","All",1
"1993","S01002195","All",0
"1994","S01002195","All",0
"1995","S01002195","All",0
"1996","S01002195","All",0
"1997","S01002195","All",0
"1980","S01002195","All",0
"1981","S01002195","All",0
"1982","S01002195","All",0
"1983","S01002195","All",0
"1984","S01002195","All",0
"1985","S01002195","All",0
"1986","S01002195","All",0
"1987","S01002195","All",0
"1988","S01002195","All",0
"1989","S01002195","All",0
"1990","S01002195","All",0
"1991","S01002195","All",0
"1992","S01002195","All",0
"1994","S01002195","Flat",0
"1987","S01002195","Flat",0
"1995","S01002195","Flat",0
"1996","S01002195","Flat",0
"1997","S01002195","Flat",0
"1988","S01002195","Flat",0
"1991","S01002195","Flat",0
"1980","S01002195","Flat",0
"1981","S01002195","Flat",0
"1989","S01002195","Flat",0
"1982","S01002195","Flat",0
"1992","S01002195","Flat",0
"1983","S01002195","Flat",0
"2004","S01002195","Flat",0
"1984","S01002195","Flat",0
"2005","S01002195","Flat",0
"1990","S01002195","Flat",0
"2003","S01002195","Flat",0
"1985","S01002195","Flat",0
"2002","S01002195","Flat",0
"1998","S01002195","Flat",0
"1999","S01002195","Flat",0
"1986","S01002195","Flat",0
"2000","S01002195","Flat",0
"2001","S01002195","Flat",1
"1993","S01002195","Flat",0
"1987","S01002195","House",0
"1994","S01002195","House",0
"2004","S01002195","House",0
"2000","S01002195","House",0
"1991","S01002195","House",0
"1985","S01002195","House",0
"1995","S01002195","House",0
"1996","S01002195","House",0
"2005","S01002195","House",0
"1988","S01002195","House",0
"1997","S01002195","House",0
"1990","S01002195","House",0
"1992","S01002195","House",0
"2001","S01002195","House",0
"1999","S01002195","House",0
"1980","S01002195","House",0
"1989","S01002195","House",0
"2003","S01002195","House",0
"1981","S01002195","House",0
"1993","S01002195","House",0
"1986","S01002195","House",0
"1982","S01002195","House",0
"2002","S01002195","House",0
"1998","S01002195","House",0
"1983","S01002195","House",0
"1984","S01002195","House",0
"2004","S01002196","All",0
"2005","S01002196","All",0
"2003","S01002196","All",0
"2002","S01002196","All",0
"1998","S01002196","All",0
"1999","S01002196","All",0
"2000","S01002196","All",0
"2001","S01002196","All",0
"1993","S01002196","All",0
"1994","S01002196","All",0
"1995","S01002196","All",0
"1996","S01002196","All",0
"1997","S01002196","All",0
"1980","S01002196","All",0
"1981","S01002196","All",0
"1982","S01002196","All",0
"1983","S01002196","All",0
"1984","S01002196","All",0
"1985","S01002196","All",0
"1986","S01002196","All",0
"1987","S01002196","All",0
"1988","S01002196","All",0
"1989","S01002196","All",0
"1990","S01002196","All",0
"1991","S01002196","All",0
"1992","S01002196","All",0
"1994","S01002196","Flat",0
"1987","S01002196","Flat",0
"1995","S01002196","Flat",0
"1996","S01002196","Flat",0
"1997","S01002196","Flat",0
"1988","S01002196","Flat",0
"1991","S01002196","Flat",0
"1980","S01002196","Flat",0
"1981","S01002196","Flat",0
"1989","S01002196","Flat",0
"1982","S01002196","Flat",0
"1992","S01002196","Flat",0
"1983","S01002196","Flat",0
"2004","S01002196","Flat",0
"1984","S01002196","Flat",0
"2005","S01002196","Flat",0
"1990","S01002196","Flat",0
"2003","S01002196","Flat",0
"1985","S01002196","Flat",0
"2002","S01002196","Flat",0
"1998","S01002196","Flat",0
"1999","S01002196","Flat",0
"1986","S01002196","Flat",0
"2000","S01002196","Flat",0
"2001","S01002196","Flat",0
"1993","S01002196","Flat",0
"1987","S01002196","House",0
"1994","S01002196","House",0
"2004","S01002196","House",0
"2000","S01002196","House",0
"1991","S01002196","House",0
"1985","S01002196","House",0
"1995","S01002196","House",0
"1996","S01002196","House",0
"2005","S01002196","House",0
"1988","S01002196","House",0
"1997","S01002196","House",0
"1990","S01002196","House",0
"1992","S01002196","House",0
"2001","S01002196","House",0
"1999","S01002196","House",0
"1980","S01002196","House",0
"1989","S01002196","House",0
"2003","S01002196","House",0
"1981","S01002196","House",0
"1993","S01002196","House",0
"1986","S01002196","House",0
"1982","S01002196","House",0
"2002","S01002196","House",0
"1998","S01002196","House",0
"1983","S01002196","House",0
"1984","S01002196","House",0
"2004","S01002197","All",0
"2005","S01002197","All",0
"2003","S01002197","All",0
"2002","S01002197","All",0
"1998","S01002197","All",0
"1999","S01002197","All",0
"2000","S01002197","All",0
"2001","S01002197","All",0
"1993","S01002197","All",0
"1994","S01002197","All",0
"1995","S01002197","All",0
"1996","S01002197","All",0
"1997","S01002197","All",0
"1980","S01002197","All",0
"1981","S01002197","All",0
"1982","S01002197","All",0
"1983","S01002197","All",0
"1984","S01002197","All",0
"1985","S01002197","All",0
"1986","S01002197","All",0
"1987","S01002197","All",0
"1988","S01002197","All",0
"1989","S01002197","All",0
"1990","S01002197","All",0
"1991","S01002197","All",0
"1992","S01002197","All",0
"1994","S01002197","Flat",0
"1987","S01002197","Flat",0
"1995","S01002197","Flat",0
"1996","S01002197","Flat",0
"1997","S01002197","Flat",0
"1988","S01002197","Flat",0
"1991","S01002197","Flat",0
"1980","S01002197","Flat",0
"1981","S01002197","Flat",0
"1989","S01002197","Flat",0
"1982","S01002197","Flat",0
"1992","S01002197","Flat",0
"1983","S01002197","Flat",0
"2004","S01002197","Flat",0
"1984","S01002197","Flat",0
"2005","S01002197","Flat",0
"1990","S01002197","Flat",0
"2003","S01002197","Flat",0
"1985","S01002197","Flat",0
"2002","S01002197","Flat",0
"1998","S01002197","Flat",0
"1999","S01002197","Flat",0
"1986","S01002197","Flat",0
"2000","S01002197","Flat",0
"2001","S01002197","Flat",0
"1993","S01002197","Flat",0
"1987","S01002197","House",0
"1994","S01002197","House",0
"2004","S01002197","House",0
"2000","S01002197","House",0
"1991","S01002197","House",0
"1985","S01002197","House",0
"1995","S01002197","House",0
"1996","S01002197","House",0
"2005","S01002197","House",0
"1988","S01002197","House",0
"1997","S01002197","House",0
"1990","S01002197","House",0
"1992","S01002197","House",0
"2001","S01002197","House",0
"1999","S01002197","House",0
"1980","S01002197","House",0
"1989","S01002197","House",0
"2003","S01002197","House",0
"1981","S01002197","House",0
"1993","S01002197","House",0
"1986","S01002197","House",0
"1982","S01002197","House",0
"2002","S01002197","House",0
"1998","S01002197","House",0
"1983","S01002197","House",0
"1984","S01002197","House",0
"2004","S01002198","All",0
"2005","S01002198","All",1
"2003","S01002198","All",6
"2002","S01002198","All",0
"1998","S01002198","All",0
"1999","S01002198","All",1
"2000","S01002198","All",1
"2001","S01002198","All",0
"1993","S01002198","All",3
"1994","S01002198","All",2
"1995","S01002198","All",2
"1996","S01002198","All",0
"1997","S01002198","All",0
"1980","S01002198","All",0
"1981","S01002198","All",1
"1982","S01002198","All",0
"1983","S01002198","All",0
"1984","S01002198","All",3
"1985","S01002198","All",4
"1986","S01002198","All",2
"1987","S01002198","All",1
"1988","S01002198","All",2
"1989","S01002198","All",8
"1990","S01002198","All",3
"1991","S01002198","All",4
"1992","S01002198","All",6
"1994","S01002198","Flat",0
"1987","S01002198","Flat",1
"1995","S01002198","Flat",0
"1996","S01002198","Flat",0
"1997","S01002198","Flat",0
"1988","S01002198","Flat",1
"1991","S01002198","Flat",2
"1980","S01002198","Flat",0
"1981","S01002198","Flat",0
"1989","S01002198","Flat",6
"1982","S01002198","Flat",0
"1992","S01002198","Flat",4
"1983","S01002198","Flat",0
"2004","S01002198","Flat",0
"1984","S01002198","Flat",1
"2005","S01002198","Flat",1
"1990","S01002198","Flat",2
"2003","S01002198","Flat",6
"1985","S01002198","Flat",1
"2002","S01002198","Flat",0
"1998","S01002198","Flat",0
"1999","S01002198","Flat",1
"1986","S01002198","Flat",0
"2000","S01002198","Flat",1
"2001","S01002198","Flat",0
"1993","S01002198","Flat",3
"1987","S01002198","House",0
"1994","S01002198","House",2
"2004","S01002198","House",0
"2000","S01002198","House",0
"1991","S01002198","House",2
"1985","S01002198","House",3
"1995","S01002198","House",2
"1996","S01002198","House",0
"2005","S01002198","House",0
"1988","S01002198","House",1
"1997","S01002198","House",0
"1990","S01002198","House",1
"1992","S01002198","House",2
"2001","S01002198","House",0
"1999","S01002198","House",0
"1980","S01002198","House",0
"1989","S01002198","House",2
"2003","S01002198","House",0
"1981","S01002198","House",1
"1993","S01002198","House",0
"1986","S01002198","House",2
"1982","S01002198","House",0
"2002","S01002198","House",0
"1998","S01002198","House",0
"1983","S01002198","House",0
"1984","S01002198","House",2
"2004","S01002199","All",1
"2005","S01002199","All",0
"2003","S01002199","All",0
"2002","S01002199","All",0
"1998","S01002199","All",0
"1999","S01002199","All",0
"2000","S01002199","All",0
"2001","S01002199","All",0
"1993","S01002199","All",0
"1994","S01002199","All",0
"1995","S01002199","All",0
"1996","S01002199","All",0
"1997","S01002199","All",0
"1980","S01002199","All",0
"1981","S01002199","All",0
"1982","S01002199","All",0
"1983","S01002199","All",0
"1984","S01002199","All",0
"1985","S01002199","All",0
"1986","S01002199","All",0
"1987","S01002199","All",0
"1988","S01002199","All",0
"1989","S01002199","All",0
"1990","S01002199","All",0
"1991","S01002199","All",0
"1992","S01002199","All",0
"1994","S01002199","Flat",0
"1987","S01002199","Flat",0
"1995","S01002199","Flat",0
"1996","S01002199","Flat",0
"1997","S01002199","Flat",0
"1988","S01002199","Flat",0
"1991","S01002199","Flat",0
"1980","S01002199","Flat",0
"1981","S01002199","Flat",0
"1989","S01002199","Flat",0
"1982","S01002199","Flat",0
"1992","S01002199","Flat",0
"1983","S01002199","Flat",0
"2004","S01002199","Flat",0
"1984","S01002199","Flat",0
"2005","S01002199","Flat",0
"1990","S01002199","Flat",0
"2003","S01002199","Flat",0
"1985","S01002199","Flat",0
"2002","S01002199","Flat",0
"1998","S01002199","Flat",0
"1999","S01002199","Flat",0
"1986","S01002199","Flat",0
"2000","S01002199","Flat",0
"2001","S01002199","Flat",0
"1993","S01002199","Flat",0
"1987","S01002199","House",0
"1994","S01002199","House",0
"2004","S01002199","House",1
"2000","S01002199","House",0
"1991","S01002199","House",0
"1985","S01002199","House",0
"1995","S01002199","House",0
"1996","S01002199","House",0
"2005","S01002199","House",0
"1988","S01002199","House",0
"1997","S01002199","House",0
"1990","S01002199","House",0
"1992","S01002199","House",0
"2001","S01002199","House",0
"1999","S01002199","House",0
"1980","S01002199","House",0
"1989","S01002199","House",0
"2003","S01002199","House",0
"1981","S01002199","House",0
"1993","S01002199","House",0
"1986","S01002199","House",0
"1982","S01002199","House",0
"2002","S01002199","House",0
"1998","S01002199","House",0
"1983","S01002199","House",0
"1984","S01002199","House",0
"2004","S01002200","All",0
"2005","S01002200","All",0
"2003","S01002200","All",0
"2002","S01002200","All",0
"1998","S01002200","All",0
"1999","S01002200","All",0
"2000","S01002200","All",0
"2001","S01002200","All",0
"1993","S01002200","All",0
"1994","S01002200","All",0
"1995","S01002200","All",0
"1996","S01002200","All",0
"1997","S01002200","All",0
"1980","S01002200","All",0
"1981","S01002200","All",0
"1982","S01002200","All",0
"1983","S01002200","All",0
"1984","S01002200","All",0
"1985","S01002200","All",0
"1986","S01002200","All",0
"1987","S01002200","All",1
"1988","S01002200","All",0
"1989","S01002200","All",0
"1990","S01002200","All",0
"1991","S01002200","All",1
"1992","S01002200","All",0
"1994","S01002200","Flat",0
"1987","S01002200","Flat",0
"1995","S01002200","Flat",0
"1996","S01002200","Flat",0
"1997","S01002200","Flat",0
"1988","S01002200","Flat",0
"1991","S01002200","Flat",0
"1980","S01002200","Flat",0
"1981","S01002200","Flat",0
"1989","S01002200","Flat",0
"1982","S01002200","Flat",0
"1992","S01002200","Flat",0
"1983","S01002200","Flat",0
"2004","S01002200","Flat",0
"1984","S01002200","Flat",0
"2005","S01002200","Flat",0
"1990","S01002200","Flat",0
"2003","S01002200","Flat",0
"1985","S01002200","Flat",0
"2002","S01002200","Flat",0
"1998","S01002200","Flat",0
"1999","S01002200","Flat",0
"1986","S01002200","Flat",0
"2000","S01002200","Flat",0
"2001","S01002200","Flat",0
"1993","S01002200","Flat",0
"1987","S01002200","House",1
"1994","S01002200","House",0
"2004","S01002200","House",0
"2000","S01002200","House",0
"1991","S01002200","House",1
"1985","S01002200","House",0
"1995","S01002200","House",0
"1996","S01002200","House",0
"2005","S01002200","House",0
"1988","S01002200","House",0
"1997","S01002200","House",0
"1990","S01002200","House",0
"1992","S01002200","House",0
"2001","S01002200","House",0
"1999","S01002200","House",0
"1980","S01002200","House",0
"1989","S01002200","House",0
"2003","S01002200","House",0
"1981","S01002200","House",0
"1993","S01002200","House",0
"1986","S01002200","House",0
"1982","S01002200","House",0
"2002","S01002200","House",0
"1998","S01002200","House",0
"1983","S01002200","House",0
"1984","S01002200","House",0
"2004","S01002201","All",1
"2005","S01002201","All",0
"2003","S01002201","All",0
"2002","S01002201","All",1
"1998","S01002201","All",0
"1999","S01002201","All",0
"2000","S01002201","All",0
"2001","S01002201","All",0
"1993","S01002201","All",1
"1994","S01002201","All",0
"1995","S01002201","All",0
"1996","S01002201","All",0
"1997","S01002201","All",0
"1980","S01002201","All",0
"1981","S01002201","All",0
"1982","S01002201","All",0
"1983","S01002201","All",0
"1984","S01002201","All",0
"1985","S01002201","All",0
"1986","S01002201","All",0
"1987","S01002201","All",0
"1988","S01002201","All",0
"1989","S01002201","All",0
"1990","S01002201","All",0
"1991","S01002201","All",0
"1992","S01002201","All",0
"1994","S01002201","Flat",0
"1987","S01002201","Flat",0
"1995","S01002201","Flat",0
"1996","S01002201","Flat",0
"1997","S01002201","Flat",0
"1988","S01002201","Flat",0
"1991","S01002201","Flat",0
"1980","S01002201","Flat",0
"1981","S01002201","Flat",0
"1989","S01002201","Flat",0
"1982","S01002201","Flat",0
"1992","S01002201","Flat",0
"1983","S01002201","Flat",0
"2004","S01002201","Flat",1
"1984","S01002201","Flat",0
"2005","S01002201","Flat",0
"1990","S01002201","Flat",0
"2003","S01002201","Flat",0
"1985","S01002201","Flat",0
"2002","S01002201","Flat",1
"1998","S01002201","Flat",0
"1999","S01002201","Flat",0
"1986","S01002201","Flat",0
"2000","S01002201","Flat",0
"2001","S01002201","Flat",0
"1993","S01002201","Flat",1
"1987","S01002201","House",0
"1994","S01002201","House",0
"2004","S01002201","House",0
"2000","S01002201","House",0
"1991","S01002201","House",0
"1985","S01002201","House",0
"1995","S01002201","House",0
"1996","S01002201","House",0
"2005","S01002201","House",0
"1988","S01002201","House",0
"1997","S01002201","House",0
"1990","S01002201","House",0
"1992","S01002201","House",0
"2001","S01002201","House",0
"1999","S01002201","House",0
"1980","S01002201","House",0
"1989","S01002201","House",0
"2003","S01002201","House",0
"1981","S01002201","House",0
"1993","S01002201","House",0
"1986","S01002201","House",0
"1982","S01002201","House",0
"2002","S01002201","House",0
"1998","S01002201","House",0
"1983","S01002201","House",0
"1984","S01002201","House",0
"2004","S01002202","All",1
"2005","S01002202","All",0
"2003","S01002202","All",0
"2002","S01002202","All",0
"1998","S01002202","All",0
"1999","S01002202","All",0
"2000","S01002202","All",0
"2001","S01002202","All",0
"1993","S01002202","All",0
"1994","S01002202","All",0
"1995","S01002202","All",0
"1996","S01002202","All",0
"1997","S01002202","All",0
"1980","S01002202","All",0
"1981","S01002202","All",0
"1982","S01002202","All",0
"1983","S01002202","All",0
"1984","S01002202","All",0
"1985","S01002202","All",0
"1986","S01002202","All",0
"1987","S01002202","All",0
"1988","S01002202","All",0
"1989","S01002202","All",0
"1990","S01002202","All",0
"1991","S01002202","All",0
"1992","S01002202","All",0
"1994","S01002202","Flat",0
"1987","S01002202","Flat",0
"1995","S01002202","Flat",0
"1996","S01002202","Flat",0
"1997","S01002202","Flat",0
"1988","S01002202","Flat",0
"1991","S01002202","Flat",0
"1980","S01002202","Flat",0
"1981","S01002202","Flat",0
"1989","S01002202","Flat",0
"1982","S01002202","Flat",0
"1992","S01002202","Flat",0
"1983","S01002202","Flat",0
"2004","S01002202","Flat",0
"1984","S01002202","Flat",0
"2005","S01002202","Flat",0
"1990","S01002202","Flat",0
"2003","S01002202","Flat",0
"1985","S01002202","Flat",0
"2002","S01002202","Flat",0
"1998","S01002202","Flat",0
"1999","S01002202","Flat",0
"1986","S01002202","Flat",0
"2000","S01002202","Flat",0
"2001","S01002202","Flat",0
"1993","S01002202","Flat",0
"1987","S01002202","House",0
"1994","S01002202","House",0
"2004","S01002202","House",1
"2000","S01002202","House",0
"1991","S01002202","House",0
"1985","S01002202","House",0
"1995","S01002202","House",0
"1996","S01002202","House",0
"2005","S01002202","House",0
"1988","S01002202","House",0
"1997","S01002202","House",0
"1990","S01002202","House",0
"1992","S01002202","House",0
"2001","S01002202","House",0
"1999","S01002202","House",0
"1980","S01002202","House",0
"1989","S01002202","House",0
"2003","S01002202","House",0
"1981","S01002202","House",0
"1993","S01002202","House",0
"1986","S01002202","House",0
"1982","S01002202","House",0
"2002","S01002202","House",0
"1998","S01002202","House",0
"1983","S01002202","House",0
"1984","S01002202","House",0
"2004","S01002203","All",0
"2005","S01002203","All",0
"2003","S01002203","All",0
"2002","S01002203","All",0
"1998","S01002203","All",0
"1999","S01002203","All",0
"2000","S01002203","All",0
"2001","S01002203","All",0
"1993","S01002203","All",0
"1994","S01002203","All",0
"1995","S01002203","All",0
"1996","S01002203","All",0
"1997","S01002203","All",0
"1980","S01002203","All",0
"1981","S01002203","All",0
"1982","S01002203","All",0
"1983","S01002203","All",0
"1984","S01002203","All",0
"1985","S01002203","All",0
"1986","S01002203","All",0
"1987","S01002203","All",0
"1988","S01002203","All",0
"1989","S01002203","All",0
"1990","S01002203","All",0
"1991","S01002203","All",0
"1992","S01002203","All",0
"1994","S01002203","Flat",0
"1987","S01002203","Flat",0
"1995","S01002203","Flat",0
"1996","S01002203","Flat",0
"1997","S01002203","Flat",0
"1988","S01002203","Flat",0
"1991","S01002203","Flat",0
"1980","S01002203","Flat",0
"1981","S01002203","Flat",0
"1989","S01002203","Flat",0
"1982","S01002203","Flat",0
"1992","S01002203","Flat",0
"1983","S01002203","Flat",0
"2004","S01002203","Flat",0
"1984","S01002203","Flat",0
"2005","S01002203","Flat",0
"1990","S01002203","Flat",0
"2003","S01002203","Flat",0
"1985","S01002203","Flat",0
"2002","S01002203","Flat",0
"1998","S01002203","Flat",0
"1999","S01002203","Flat",0
"1986","S01002203","Flat",0
"2000","S01002203","Flat",0
"2001","S01002203","Flat",0
"1993","S01002203","Flat",0
"1987","S01002203","House",0
"1994","S01002203","House",0
"2004","S01002203","House",0
"2000","S01002203","House",0
"1991","S01002203","House",0
"1985","S01002203","House",0
"1995","S01002203","House",0
"1996","S01002203","House",0
"2005","S01002203","House",0
"1988","S01002203","House",0
"1997","S01002203","House",0
"1990","S01002203","House",0
"1992","S01002203","House",0
"2001","S01002203","House",0
"1999","S01002203","House",0
"1980","S01002203","House",0
"1989","S01002203","House",0
"2003","S01002203","House",0
"1981","S01002203","House",0
"1993","S01002203","House",0
"1986","S01002203","House",0
"1982","S01002203","House",0
"2002","S01002203","House",0
"1998","S01002203","House",0
"1983","S01002203","House",0
"1984","S01002203","House",0
"2004","S01002204","All",5
"2005","S01002204","All",9
"2003","S01002204","All",7
"2002","S01002204","All",8
"1998","S01002204","All",6
"1999","S01002204","All",4
"2000","S01002204","All",5
"2001","S01002204","All",3
"1993","S01002204","All",5
"1994","S01002204","All",5
"1995","S01002204","All",4
"1996","S01002204","All",7
"1997","S01002204","All",8
"1980","S01002204","All",0
"1981","S01002204","All",2
"1982","S01002204","All",5
"1983","S01002204","All",0
"1984","S01002204","All",3
"1985","S01002204","All",2
"1986","S01002204","All",1
"1987","S01002204","All",6
"1988","S01002204","All",8
"1989","S01002204","All",19
"1990","S01002204","All",21
"1991","S01002204","All",7
"1992","S01002204","All",7
"1994","S01002204","Flat",5
"1987","S01002204","Flat",6
"1995","S01002204","Flat",4
"1996","S01002204","Flat",7
"1997","S01002204","Flat",8
"1988","S01002204","Flat",8
"1991","S01002204","Flat",7
"1980","S01002204","Flat",0
"1981","S01002204","Flat",2
"1989","S01002204","Flat",19
"1982","S01002204","Flat",5
"1992","S01002204","Flat",7
"1983","S01002204","Flat",0
"2004","S01002204","Flat",5
"1984","S01002204","Flat",2
"2005","S01002204","Flat",9
"1990","S01002204","Flat",21
"2003","S01002204","Flat",7
"1985","S01002204","Flat",2
"2002","S01002204","Flat",8
"1998","S01002204","Flat",6
"1999","S01002204","Flat",4
"1986","S01002204","Flat",1
"2000","S01002204","Flat",5
"2001","S01002204","Flat",3
"1993","S01002204","Flat",5
"1987","S01002204","House",0
"1994","S01002204","House",0
"2004","S01002204","House",0
"2000","S01002204","House",0
"1991","S01002204","House",0
"1985","S01002204","House",0
"1995","S01002204","House",0
"1996","S01002204","House",0
"2005","S01002204","House",0
"1988","S01002204","House",0
"1997","S01002204","House",0
"1990","S01002204","House",0
"1992","S01002204","House",0
"2001","S01002204","House",0
"1999","S01002204","House",0
"1980","S01002204","House",0
"1989","S01002204","House",0
"2003","S01002204","House",0
"1981","S01002204","House",0
"1993","S01002204","House",0
"1986","S01002204","House",0
"1982","S01002204","House",0
"2002","S01002204","House",0
"1998","S01002204","House",0
