"year","zone","dwelling","count"
"2004","S01001790","All",0
"2005","S01001790","All",0
"2003","S01001790","All",0
"2002","S01001790","All",0
"1998","S01001790","All",0
"1999","S01001790","All",0
"2000","S01001790","All",0
"2001","S01001790","All",0
"1993","S01001790","All",1
"1994","S01001790","All",0
"1995","S01001790","All",0
"1996","S01001790","All",0
"1997","S01001790","All",0
"1980","S01001790","All",0
"1981","S01001790","All",0
"1982","S01001790","All",0
"1983","S01001790","All",0
"1984","S01001790","All",0
"1985","S01001790","All",0
"1986","S01001790","All",0
"1987","S01001790","All",0
"1988","S01001790","All",0
"1989","S01001790","All",1
"1990","S01001790","All",0
"1991","S01001790","All",1
"1992","S01001790","All",0
"1994","S01001790","Flat",0
"1987","S01001790","Flat",0
"1995","S01001790","Flat",0
"1996","S01001790","Flat",0
"1997","S01001790","Flat",0
"1988","S01001790","Flat",0
"1991","S01001790","Flat",1
"1980","S01001790","Flat",0
"1981","S01001790","Flat",0
"1989","S01001790","Flat",0
"1982","S01001790","Flat",0
"1992","S01001790","Flat",0
"1983","S01001790","Flat",0
"2004","S01001790","Flat",0
"1984","S01001790","Flat",0
"2005","S01001790","Flat",0
"1990","S01001790","Flat",0
"2003","S01001790","Flat",0
"1985","S01001790","Flat",0
"2002","S01001790","Flat",0
"1998","S01001790","Flat",0
"1999","S01001790","Flat",0
"1986","S01001790","Flat",0
"2000","S01001790","Flat",0
"2001","S01001790","Flat",0
"1993","S01001790","Flat",0
"1987","S01001790","House",0
"1994","S01001790","House",0
"2004","S01001790","House",0
"2000","S01001790","House",0
"1991","S01001790","House",0
"1985","S01001790","House",0
"1995","S01001790","House",0
"1996","S01001790","House",0
"2005","S01001790","House",0
"1988","S01001790","House",0
"1997","S01001790","House",0
"1990","S01001790","House",0
"1992","S01001790","House",0
"2001","S01001790","House",0
"1999","S01001790","House",0
"1980","S01001790","House",0
"1989","S01001790","House",1
"2003","S01001790","House",0
"1981","S01001790","House",0
"1993","S01001790","House",1
"1986","S01001790","House",0
"1982","S01001790","House",0
"2002","S01001790","House",0
"1998","S01001790","House",0
"1983","S01001790","House",0
"1984","S01001790","House",0
"2004","S01001791","All",0
"2005","S01001791","All",0
"2003","S01001791","All",1
"2002","S01001791","All",0
"1998","S01001791","All",0
"1999","S01001791","All",0
"2000","S01001791","All",0
"2001","S01001791","All",0
"1993","S01001791","All",0
"1994","S01001791","All",0
"1995","S01001791","All",1
"1996","S01001791","All",0
"1997","S01001791","All",0
"1980","S01001791","All",0
"1981","S01001791","All",0
"1982","S01001791","All",0
"1983","S01001791","All",0
"1984","S01001791","All",0
"1985","S01001791","All",0
"1986","S01001791","All",0
"1987","S01001791","All",0
"1988","S01001791","All",1
"1989","S01001791","All",0
"1990","S01001791","All",0
"1991","S01001791","All",0
"1992","S01001791","All",0
"1994","S01001791","Flat",0
"1987","S01001791","Flat",0
"1995","S01001791","Flat",1
"1996","S01001791","Flat",0
"1997","S01001791","Flat",0
"1988","S01001791","Flat",1
"1991","S01001791","Flat",0
"1980","S01001791","Flat",0
"1981","S01001791","Flat",0
"1989","S01001791","Flat",0
"1982","S01001791","Flat",0
"1992","S01001791","Flat",0
"1983","S01001791","Flat",0
"2004","S01001791","Flat",0
"1984","S01001791","Flat",0
"2005","S01001791","Flat",0
"1990","S01001791","Flat",0
"2003","S01001791","Flat",1
"1985","S01001791","Flat",0
"2002","S01001791","Flat",0
"1998","S01001791","Flat",0
"1999","S01001791","Flat",0
"1986","S01001791","Flat",0
"2000","S01001791","Flat",0
"2001","S01001791","Flat",0
"1993","S01001791","Flat",0
"1987","S01001791","House",0
"1994","S01001791","House",0
"2004","S01001791","House",0
"2000","S01001791","House",0
"1991","S01001791","House",0
"1985","S01001791","House",0
"1995","S01001791","House",0
"1996","S01001791","House",0
"2005","S01001791","House",0
"1988","S01001791","House",0
"1997","S01001791","House",0
"1990","S01001791","House",0
"1992","S01001791","House",0
"2001","S01001791","House",0
"1999","S01001791","House",0
"1980","S01001791","House",0
"1989","S01001791","House",0
"2003","S01001791","House",0
"1981","S01001791","House",0
"1993","S01001791","House",0
"1986","S01001791","House",0
"1982","S01001791","House",0
"2002","S01001791","House",0
"1998","S01001791","House",0
"1983","S01001791","House",0
"1984","S01001791","House",0
"2004","S01001792","All",1
"2005","S01001792","All",0
"2003","S01001792","All",1
"2002","S01001792","All",1
"1998","S01001792","All",3
"1999","S01001792","All",1
"2000","S01001792","All",0
"2001","S01001792","All",1
"1993","S01001792","All",1
"1994","S01001792","All",5
"1995","S01001792","All",2
"1996","S01001792","All",3
"1997","S01001792","All",4
"1980","S01001792","All",2
"1981","S01001792","All",4
"1982","S01001792","All",3
"1983","S01001792","All",9
"1984","S01001792","All",5
"1985","S01001792","All",2
"1986","S01001792","All",1
"1987","S01001792","All",3
"1988","S01001792","All",3
"1989","S01001792","All",7
"1990","S01001792","All",6
"1991","S01001792","All",3
"1992","S01001792","All",2
"1994","S01001792","Flat",0
"1987","S01001792","Flat",0
"1995","S01001792","Flat",0
"1996","S01001792","Flat",0
"1997","S01001792","Flat",1
"1988","S01001792","Flat",0
"1991","S01001792","Flat",0
"1980","S01001792","Flat",0
"1981","S01001792","Flat",0
"1989","S01001792","Flat",0
"1982","S01001792","Flat",0
"1992","S01001792","Flat",0
"1983","S01001792","Flat",0
"2004","S01001792","Flat",0
"1984","S01001792","Flat",0
"2005","S01001792","Flat",0
"1990","S01001792","Flat",1
"2003","S01001792","Flat",0
"1985","S01001792","Flat",0
"2002","S01001792","Flat",0
"1998","S01001792","Flat",0
"1999","S01001792","Flat",0
"1986","S01001792","Flat",0
"2000","S01001792","Flat",0
"2001","S01001792","Flat",0
"1993","S01001792","Flat",0
"1987","S01001792","House",3
"1994","S01001792","House",5
"2004","S01001792","House",1
"2000","S01001792","House",0
"1991","S01001792","House",3
"1985","S01001792","House",2
"1995","S01001792","House",2
"1996","S01001792","House",3
"2005","S01001792","House",0
"1988","S01001792","House",3
"1997","S01001792","House",3
"1990","S01001792","House",5
"1992","S01001792","House",2
"2001","S01001792","House",1
"1999","S01001792","House",1
"1980","S01001792","House",2
"1989","S01001792","House",7
"2003","S01001792","House",1
"1981","S01001792","House",4
"1993","S01001792","House",1
"1986","S01001792","House",1
"1982","S01001792","House",3
"2002","S01001792","House",1
"1998","S01001792","House",3
"1983","S01001792","House",9
"1984","S01001792","House",5
"2004","S01001793","All",0
"2005","S01001793","All",2
"2003","S01001793","All",2
"2002","S01001793","All",2
"1998","S01001793","All",5
"1999","S01001793","All",1
"2000","S01001793","All",2
"2001","S01001793","All",1
"1993","S01001793","All",2
"1994","S01001793","All",2
"1995","S01001793","All",1
"1996","S01001793","All",2
"1997","S01001793","All",3
"1980","S01001793","All",0
"1981","S01001793","All",3
"1982","S01001793","All",0
"1983","S01001793","All",3
"1984","S01001793","All",1
"1985","S01001793","All",2
"1986","S01001793","All",2
"1987","S01001793","All",1
"1988","S01001793","All",2
"1989","S01001793","All",3
"1990","S01001793","All",2
"1991","S01001793","All",4
"1992","S01001793","All",0
"1994","S01001793","Flat",1
"1987","S01001793","Flat",0
"1995","S01001793","Flat",1
"1996","S01001793","Flat",1
"1997","S01001793","Flat",3
"1988","S01001793","Flat",0
"1991","S01001793","Flat",3
"1980","S01001793","Flat",0
"1981","S01001793","Flat",2
"1989","S01001793","Flat",0
"1982","S01001793","Flat",0
"1992","S01001793","Flat",0
"1983","S01001793","Flat",1
"2004","S01001793","Flat",0
"1984","S01001793","Flat",0
"2005","S01001793","Flat",1
"1990","S01001793","Flat",2
"2003","S01001793","Flat",1
"1985","S01001793","Flat",1
"2002","S01001793","Flat",2
"1998","S01001793","Flat",3
"1999","S01001793","Flat",0
"1986","S01001793","Flat",1
"2000","S01001793","Flat",2
"2001","S01001793","Flat",1
"1993","S01001793","Flat",1
"1987","S01001793","House",1
"1994","S01001793","House",1
"2004","S01001793","House",0
"2000","S01001793","House",0
"1991","S01001793","House",1
"1985","S01001793","House",1
"1995","S01001793","House",0
"1996","S01001793","House",1
"2005","S01001793","House",1
"1988","S01001793","House",2
"1997","S01001793","House",0
"1990","S01001793","House",0
"1992","S01001793","House",0
"2001","S01001793","House",0
"1999","S01001793","House",1
"1980","S01001793","House",0
"1989","S01001793","House",3
"2003","S01001793","House",1
"1981","S01001793","House",1
"1993","S01001793","House",1
"1986","S01001793","House",1
"1982","S01001793","House",0
"2002","S01001793","House",0
"1998","S01001793","House",2
"1983","S01001793","House",2
"1984","S01001793","House",1
"2004","S01001794","All",0
"2005","S01001794","All",1
"2003","S01001794","All",3
"2002","S01001794","All",1
"1998","S01001794","All",2
"1999","S01001794","All",3
"2000","S01001794","All",0
"2001","S01001794","All",2
"1993","S01001794","All",1
"1994","S01001794","All",1
"1995","S01001794","All",3
"1996","S01001794","All",3
"1997","S01001794","All",5
"1980","S01001794","All",0
"1981","S01001794","All",11
"1982","S01001794","All",3
"1983","S01001794","All",4
"1984","S01001794","All",5
"1985","S01001794","All",4
"1986","S01001794","All",4
"1987","S01001794","All",5
"1988","S01001794","All",4
"1989","S01001794","All",7
"1990","S01001794","All",9
"1991","S01001794","All",7
"1992","S01001794","All",3
"1994","S01001794","Flat",0
"1987","S01001794","Flat",0
"1995","S01001794","Flat",0
"1996","S01001794","Flat",0
"1997","S01001794","Flat",0
"1988","S01001794","Flat",0
"1991","S01001794","Flat",0
"1980","S01001794","Flat",0
"1981","S01001794","Flat",1
"1989","S01001794","Flat",0
"1982","S01001794","Flat",0
"1992","S01001794","Flat",0
"1983","S01001794","Flat",0
"2004","S01001794","Flat",0
"1984","S01001794","Flat",0
"2005","S01001794","Flat",0
"1990","S01001794","Flat",0
"2003","S01001794","Flat",1
"1985","S01001794","Flat",1
"2002","S01001794","Flat",0
"1998","S01001794","Flat",0
"1999","S01001794","Flat",2
"1986","S01001794","Flat",1
"2000","S01001794","Flat",0
"2001","S01001794","Flat",0
"1993","S01001794","Flat",0
"1987","S01001794","House",5
"1994","S01001794","House",1
"2004","S01001794","House",0
"2000","S01001794","House",0
"1991","S01001794","House",7
"1985","S01001794","House",3
"1995","S01001794","House",3
"1996","S01001794","House",3
"2005","S01001794","House",1
"1988","S01001794","House",4
"1997","S01001794","House",5
"1990","S01001794","House",9
"1992","S01001794","House",3
"2001","S01001794","House",2
"1999","S01001794","House",1
"1980","S01001794","House",0
"1989","S01001794","House",7
"2003","S01001794","House",2
"1981","S01001794","House",10
"1993","S01001794","House",1
"1986","S01001794","House",3
"1982","S01001794","House",3
"2002","S01001794","House",1
"1998","S01001794","House",2
"1983","S01001794","House",4
"1984","S01001794","House",5
"2004","S01001795","All",0
"2005","S01001795","All",0
"2003","S01001795","All",3
"2002","S01001795","All",0
"1998","S01001795","All",0
"1999","S01001795","All",0
"2000","S01001795","All",0
"2001","S01001795","All",0
"1993","S01001795","All",0
"1994","S01001795","All",0
"1995","S01001795","All",0
"1996","S01001795","All",1
"1997","S01001795","All",1
"1980","S01001795","All",0
"1981","S01001795","All",0
"1982","S01001795","All",2
"1983","S01001795","All",3
"1984","S01001795","All",0
"1985","S01001795","All",1
"1986","S01001795","All",0
"1987","S01001795","All",0
"1988","S01001795","All",0
"1989","S01001795","All",1
"1990","S01001795","All",1
"1991","S01001795","All",0
"1992","S01001795","All",1
"1994","S01001795","Flat",0
"1987","S01001795","Flat",0
"1995","S01001795","Flat",0
"1996","S01001795","Flat",1
"1997","S01001795","Flat",1
"1988","S01001795","Flat",0
"1991","S01001795","Flat",0
"1980","S01001795","Flat",0
"1981","S01001795","Flat",0
"1989","S01001795","Flat",1
"1982","S01001795","Flat",1
"1992","S01001795","Flat",1
"1983","S01001795","Flat",0
"2004","S01001795","Flat",0
"1984","S01001795","Flat",0
"2005","S01001795","Flat",0
"1990","S01001795","Flat",0
"2003","S01001795","Flat",1
"1985","S01001795","Flat",0
"2002","S01001795","Flat",0
"1998","S01001795","Flat",0
"1999","S01001795","Flat",0
"1986","S01001795","Flat",0
"2000","S01001795","Flat",0
"2001","S01001795","Flat",0
"1993","S01001795","Flat",0
"1987","S01001795","House",0
"1994","S01001795","House",0
"2004","S01001795","House",0
"2000","S01001795","House",0
"1991","S01001795","House",0
"1985","S01001795","House",1
"1995","S01001795","House",0
"1996","S01001795","House",0
"2005","S01001795","House",0
"1988","S01001795","House",0
"1997","S01001795","House",0
"1990","S01001795","House",1
"1992","S01001795","House",0
"2001","S01001795","House",0
"1999","S01001795","House",0
"1980","S01001795","House",0
"1989","S01001795","House",0
"2003","S01001795","House",2
"1981","S01001795","House",0
"1993","S01001795","House",0
"1986","S01001795","House",0
"1982","S01001795","House",1
"2002","S01001795","House",0
"1998","S01001795","House",0
"1983","S01001795","House",3
"1984","S01001795","House",0
"2004","S01001796","All",0
"2005","S01001796","All",0
"2003","S01001796","All",0
"2002","S01001796","All",0
"1998","S01001796","All",0
"1999","S01001796","All",1
"2000","S01001796","All",0
"2001","S01001796","All",0
"1993","S01001796","All",1
"1994","S01001796","All",0
"1995","S01001796","All",0
"1996","S01001796","All",0
"1997","S01001796","All",0
"1980","S01001796","All",0
"1981","S01001796","All",3
"1982","S01001796","All",0
"1983","S01001796","All",0
"1984","S01001796","All",0
"1985","S01001796","All",1
"1986","S01001796","All",0
"1987","S01001796","All",0
"1988","S01001796","All",0
"1989","S01001796","All",0
"1990","S01001796","All",3
"1991","S01001796","All",0
"1992","S01001796","All",0
"1994","S01001796","Flat",0
"1987","S01001796","Flat",0
"1995","S01001796","Flat",0
"1996","S01001796","Flat",0
"1997","S01001796","Flat",0
"1988","S01001796","Flat",0
"1991","S01001796","Flat",0
"1980","S01001796","Flat",0
"1981","S01001796","Flat",0
"1989","S01001796","Flat",0
"1982","S01001796","Flat",0
"1992","S01001796","Flat",0
"1983","S01001796","Flat",0
"2004","S01001796","Flat",0
"1984","S01001796","Flat",0
"2005","S01001796","Flat",0
"1990","S01001796","Flat",0
"2003","S01001796","Flat",0
"1985","S01001796","Flat",0
"2002","S01001796","Flat",0
"1998","S01001796","Flat",0
"1999","S01001796","Flat",0
"1986","S01001796","Flat",0
"2000","S01001796","Flat",0
"2001","S01001796","Flat",0
"1993","S01001796","Flat",0
"1987","S01001796","House",0
"1994","S01001796","House",0
"2004","S01001796","House",0
"2000","S01001796","House",0
"1991","S01001796","House",0
"1985","S01001796","House",1
"1995","S01001796","House",0
"1996","S01001796","House",0
"2005","S01001796","House",0
"1988","S01001796","House",0
"1997","S01001796","House",0
"1990","S01001796","House",3
"1992","S01001796","House",0
"2001","S01001796","House",0
"1999","S01001796","House",1
"1980","S01001796","House",0
"1989","S01001796","House",0
"2003","S01001796","House",0
"1981","S01001796","House",3
"1993","S01001796","House",1
"1986","S01001796","House",0
"1982","S01001796","House",0
"2002","S01001796","House",0
"1998","S01001796","House",0
"1983","S01001796","House",0
"1984","S01001796","House",0
"2004","S01001797","All",2
"2005","S01001797","All",1
"2003","S01001797","All",3
"2002","S01001797","All",3
"1998","S01001797","All",6
"1999","S01001797","All",1
"2000","S01001797","All",6
"2001","S01001797","All",4
"1993","S01001797","All",7
"1994","S01001797","All",5
"1995","S01001797","All",4
"1996","S01001797","All",4
"1997","S01001797","All",6
"1980","S01001797","All",5
"1981","S01001797","All",12
"1982","S01001797","All",9
"1983","S01001797","All",5
"1984","S01001797","All",8
"1985","S01001797","All",12
"1986","S01001797","All",7
"1987","S01001797","All",10
"1988","S01001797","All",2
"1989","S01001797","All",14
"1990","S01001797","All",10
"1991","S01001797","All",4
"1992","S01001797","All",7
"1994","S01001797","Flat",0
"1987","S01001797","Flat",3
"1995","S01001797","Flat",0
"1996","S01001797","Flat",2
"1997","S01001797","Flat",1
"1988","S01001797","Flat",0
"1991","S01001797","Flat",3
"1980","S01001797","Flat",0
"1981","S01001797","Flat",4
"1989","S01001797","Flat",3
"1982","S01001797","Flat",1
"1992","S01001797","Flat",1
"1983","S01001797","Flat",1
"2004","S01001797","Flat",0
"1984","S01001797","Flat",0
"2005","S01001797","Flat",1
"1990","S01001797","Flat",3
"2003","S01001797","Flat",0
"1985","S01001797","Flat",2
"2002","S01001797","Flat",1
"1998","S01001797","Flat",3
"1999","S01001797","Flat",1
"1986","S01001797","Flat",3
"2000","S01001797","Flat",1
"2001","S01001797","Flat",2
"1993","S01001797","Flat",1
"1987","S01001797","House",7
"1994","S01001797","House",5
"2004","S01001797","House",2
"2000","S01001797","House",5
"1991","S01001797","House",1
"1985","S01001797","House",10
"1995","S01001797","House",4
"1996","S01001797","House",2
"2005","S01001797","House",0
"1988","S01001797","House",2
"1997","S01001797","House",5
"1990","S01001797","House",7
"1992","S01001797","House",6
"2001","S01001797","House",2
"1999","S01001797","House",0
"1980","S01001797","House",5
"1989","S01001797","House",11
"2003","S01001797","House",3
"1981","S01001797","House",8
"1993","S01001797","House",6
"1986","S01001797","House",4
"1982","S01001797","House",8
"2002","S01001797","House",2
"1998","S01001797","House",3
"1983","S01001797","House",4
"1984","S01001797","House",8
"2004","S01001798","All",0
"2005","S01001798","All",0
"2003","S01001798","All",0
"2002","S01001798","All",0
"1998","S01001798","All",0
"1999","S01001798","All",0
"2000","S01001798","All",0
"2001","S01001798","All",0
"1993","S01001798","All",0
"1994","S01001798","All",0
"1995","S01001798","All",0
"1996","S01001798","All",0
"1997","S01001798","All",0
"1980","S01001798","All",0
"1981","S01001798","All",0
"1982","S01001798","All",0
"1983","S01001798","All",0
"1984","S01001798","All",0
"1985","S01001798","All",0
"1986","S01001798","All",0
"1987","S01001798","All",0
"1988","S01001798","All",0
"1989","S01001798","All",0
"1990","S01001798","All",0
"1991","S01001798","All",0
"1992","S01001798","All",0
"1994","S01001798","Flat",0
"1987","S01001798","Flat",0
"1995","S01001798","Flat",0
"1996","S01001798","Flat",0
"1997","S01001798","Flat",0
"1988","S01001798","Flat",0
"1991","S01001798","Flat",0
"1980","S01001798","Flat",0
"1981","S01001798","Flat",0
"1989","S01001798","Flat",0
"1982","S01001798","Flat",0
"1992","S01001798","Flat",0
"1983","S01001798","Flat",0
"2004","S01001798","Flat",0
"1984","S01001798","Flat",0
"2005","S01001798","Flat",0
"1990","S01001798","Flat",0
"2003","S01001798","Flat",0
"1985","S01001798","Flat",0
"2002","S01001798","Flat",0
"1998","S01001798","Flat",0
"1999","S01001798","Flat",0
"1986","S01001798","Flat",0
"2000","S01001798","Flat",0
"2001","S01001798","Flat",0
"1993","S01001798","Flat",0
"1987","S01001798","House",0
"1994","S01001798","House",0
"2004","S01001798","House",0
"2000","S01001798","House",0
"1991","S01001798","House",0
"1985","S01001798","House",0
"1995","S01001798","House",0
"1996","S01001798","House",0
"2005","S01001798","House",0
"1988","S01001798","House",0
"1997","S01001798","House",0
"1990","S01001798","House",0
"1992","S01001798","House",0
"2001","S01001798","House",0
"1999","S01001798","House",0
"1980","S01001798","House",0
"1989","S01001798","House",0
"2003","S01001798","House",0
"1981","S01001798","House",0
"1993","S01001798","House",0
"1986","S01001798","House",0
"1982","S01001798","House",0
"2002","S01001798","House",0
"1998","S01001798","House",0
"1983","S01001798","House",0
"1984","S01001798","House",0
"2004","S01001799","All",4
"2005","S01001799","All",6
"2003","S01001799","All",8
"2002","S01001799","All",4
"1998","S01001799","All",8
"1999","S01001799","All",2
"2000","S01001799","All",1
"2001","S01001799","All",2
"1993","S01001799","All",1
"1994","S01001799","All",0
"1995","S01001799","All",2
"1996","S01001799","All",3
"1997","S01001799","All",9
"1980","S01001799","All",0
"1981","S01001799","All",1
"1982","S01001799","All",4
"1983","S01001799","All",3
"1984","S01001799","All",1
"1985","S01001799","All",4
"1986","S01001799","All",1
"1987","S01001799","All",3
"1988","S01001799","All",5
"1989","S01001799","All",7
"1990","S01001799","All",5
"1991","S01001799","All",1
"1992","S01001799","All",3
"1994","S01001799","Flat",0
"1987","S01001799","Flat",1
"1995","S01001799","Flat",0
"1996","S01001799","Flat",2
"1997","S01001799","Flat",2
"1988","S01001799","Flat",1
"1991","S01001799","Flat",1
"1980","S01001799","Flat",0
"1981","S01001799","Flat",0
"1989","S01001799","Flat",2
"1982","S01001799","Flat",2
"1992","S01001799","Flat",1
"1983","S01001799","Flat",0
"2004","S01001799","Flat",0
"1984","S01001799","Flat",0
"2005","S01001799","Flat",2
"1990","S01001799","Flat",0
"2003","S01001799","Flat",0
"1985","S01001799","Flat",0
"2002","S01001799","Flat",0
"1998","S01001799","Flat",3
"1999","S01001799","Flat",0
"1986","S01001799","Flat",1
"2000","S01001799","Flat",0
"2001","S01001799","Flat",0
"1993","S01001799","Flat",1
"1987","S01001799","House",2
"1994","S01001799","House",0
"2004","S01001799","House",4
"2000","S01001799","House",1
"1991","S01001799","House",0
"1985","S01001799","House",4
"1995","S01001799","House",2
"1996","S01001799","House",1
"2005","S01001799","House",4
"1988","S01001799","House",4
"1997","S01001799","House",7
"1990","S01001799","House",5
"1992","S01001799","House",2
"2001","S01001799","House",2
"1999","S01001799","House",2
"1980","S01001799","House",0
"1989","S01001799","House",5
"2003","S01001799","House",8
"1981","S01001799","House",1
"1993","S01001799","House",0
"1986","S01001799","House",0
"1982","S01001799","House",2
"2002","S01001799","House",4
"1998","S01001799","House",5
"1983","S01001799","House",3
"1984","S01001799","House",1
"2004","S01001800","All",0
"2005","S01001800","All",0
"2003","S01001800","All",0
"2002","S01001800","All",1
"1998","S01001800","All",1
"1999","S01001800","All",0
"2000","S01001800","All",0
"2001","S01001800","All",0
"1993","S01001800","All",0
"1994","S01001800","All",0
"1995","S01001800","All",0
"1996","S01001800","All",0
"1997","S01001800","All",0
"1980","S01001800","All",0
"1981","S01001800","All",0
"1982","S01001800","All",0
"1983","S01001800","All",1
"1984","S01001800","All",0
"1985","S01001800","All",1
"1986","S01001800","All",1
"1987","S01001800","All",0
"1988","S01001800","All",0
"1989","S01001800","All",0
"1990","S01001800","All",0
"1991","S01001800","All",0
"1992","S01001800","All",0
"1994","S01001800","Flat",0
"1987","S01001800","Flat",0
"1995","S01001800","Flat",0
"1996","S01001800","Flat",0
"1997","S01001800","Flat",0
"1988","S01001800","Flat",0
"1991","S01001800","Flat",0
"1980","S01001800","Flat",0
"1981","S01001800","Flat",0
"1989","S01001800","Flat",0
"1982","S01001800","Flat",0
"1992","S01001800","Flat",0
"1983","S01001800","Flat",0
"2004","S01001800","Flat",0
"1984","S01001800","Flat",0
"2005","S01001800","Flat",0
"1990","S01001800","Flat",0
"2003","S01001800","Flat",0
"1985","S01001800","Flat",0
"2002","S01001800","Flat",0
"1998","S01001800","Flat",0
"1999","S01001800","Flat",0
"1986","S01001800","Flat",0
"2000","S01001800","Flat",0
"2001","S01001800","Flat",0
"1993","S01001800","Flat",0
"1987","S01001800","House",0
"1994","S01001800","House",0
"2004","S01001800","House",0
"2000","S01001800","House",0
"1991","S01001800","House",0
"1985","S01001800","House",1
"1995","S01001800","House",0
"1996","S01001800","House",0
"2005","S01001800","House",0
"1988","S01001800","House",0
"1997","S01001800","House",0
"1990","S01001800","House",0
"1992","S01001800","House",0
"2001","S01001800","House",0
"1999","S01001800","House",0
"1980","S01001800","House",0
"1989","S01001800","House",0
"2003","S01001800","House",0
"1981","S01001800","House",0
"1993","S01001800","House",0
"1986","S01001800","House",1
"1982","S01001800","House",0
"2002","S01001800","House",1
"1998","S01001800","House",1
"1983","S01001800","House",1
"1984","S01001800","House",0
"2004","S01001801","All",0
"2005","S01001801","All",0
"2003","S01001801","All",0
"2002","S01001801","All",0
"1998","S01001801","All",0
"1999","S01001801","All",0
"2000","S01001801","All",0
"2001","S01001801","All",0
"1993","S01001801","All",1
"1994","S01001801","All",0
"1995","S01001801","All",0
"1996","S01001801","All",0
"1997","S01001801","All",0
"1980","S01001801","All",0
"1981","S01001801","All",0
"1982","S01001801","All",0
"1983","S01001801","All",0
"1984","S01001801","All",0
"1985","S01001801","All",2
"1986","S01001801","All",0
"1987","S01001801","All",0
"1988","S01001801","All",0
"1989","S01001801","All",0
"1990","S01001801","All",0
"1991","S01001801","All",0
"1992","S01001801","All",1
"1994","S01001801","Flat",0
"1987","S01001801","Flat",0
"1995","S01001801","Flat",0
"1996","S01001801","Flat",0
"1997","S01001801","Flat",0
"1988","S01001801","Flat",0
"1991","S01001801","Flat",0
"1980","S01001801","Flat",0
"1981","S01001801","Flat",0
"1989","S01001801","Flat",0
"1982","S01001801","Flat",0
"1992","S01001801","Flat",0
"1983","S01001801","Flat",0
"2004","S01001801","Flat",0
"1984","S01001801","Flat",0
"2005","S01001801","Flat",0
"1990","S01001801","Flat",0
"2003","S01001801","Flat",0
"1985","S01001801","Flat",0
"2002","S01001801","Flat",0
"1998","S01001801","Flat",0
"1999","S01001801","Flat",0
"1986","S01001801","Flat",0
"2000","S01001801","Flat",0
"2001","S01001801","Flat",0
"1993","S01001801","Flat",0
"1987","S01001801","House",0
"1994","S01001801","House",0
"2004","S01001801","House",0
"2000","S01001801","House",0
"1991","S01001801","House",0
"1985","S01001801","House",2
"1995","S01001801","House",0
"1996","S01001801","House",0
"2005","S01001801","House",0
"1988","S01001801","House",0
"1997","S01001801","House",0
"1990","S01001801","House",0
"1992","S01001801","House",1
"2001","S01001801","House",0
"1999","S01001801","House",0
"1980","S01001801","House",0
"1989","S01001801","House",0
"2003","S01001801","House",0
"1981","S01001801","House",0
"1993","S01001801","House",1
"1986","S01001801","House",0
"1982","S01001801","House",0
"2002","S01001801","House",0
"1998","S01001801","House",0
"1983","S01001801","House",0
"1984","S01001801","House",0
"2004","S01001802","All",0
"2005","S01001802","All",0
"2003","S01001802","All",0
"2002","S01001802","All",0
"1998","S01001802","All",0
"1999","S01001802","All",0
"2000","S01001802","All",0
"2001","S01001802","All",0
"1993","S01001802","All",1
"1994","S01001802","All",0
"1995","S01001802","All",0
"1996","S01001802","All",0
"1997","S01001802","All",1
"1980","S01001802","All",1
"1981","S01001802","All",0
"1982","S01001802","All",4
"1983","S01001802","All",1
"1984","S01001802","All",3
"1985","S01001802","All",2
"1986","S01001802","All",0
"1987","S01001802","All",1
"1988","S01001802","All",2
"1989","S01001802","All",1
"1990","S01001802","All",1
"1991","S01001802","All",1
"1992","S01001802","All",1
"1994","S01001802","Flat",0
"1987","S01001802","Flat",0
"1995","S01001802","Flat",0
"1996","S01001802","Flat",0
"1997","S01001802","Flat",0
"1988","S01001802","Flat",0
"1991","S01001802","Flat",0
"1980","S01001802","Flat",0
"1981","S01001802","Flat",0
"1989","S01001802","Flat",1
"1982","S01001802","Flat",0
"1992","S01001802","Flat",0
"1983","S01001802","Flat",0
"2004","S01001802","Flat",0
"1984","S01001802","Flat",0
"2005","S01001802","Flat",0
"1990","S01001802","Flat",0
"2003","S01001802","Flat",0
"1985","S01001802","Flat",0
"2002","S01001802","Flat",0
"1998","S01001802","Flat",0
"1999","S01001802","Flat",0
"1986","S01001802","Flat",0
"2000","S01001802","Flat",0
"2001","S01001802","Flat",0
"1993","S01001802","Flat",0
"1987","S01001802","House",1
"1994","S01001802","House",0
"2004","S01001802","House",0
"2000","S01001802","House",0
"1991","S01001802","House",1
"1985","S01001802","House",2
"1995","S01001802","House",0
"1996","S01001802","House",0
"2005","S01001802","House",0
"1988","S01001802","House",2
"1997","S01001802","House",1
"1990","S01001802","House",1
"1992","S01001802","House",1
"2001","S01001802","House",0
"1999","S01001802","House",0
"1980","S01001802","House",1
"1989","S01001802","House",0
"2003","S01001802","House",0
"1981","S01001802","House",0
"1993","S01001802","House",1
"1986","S01001802","House",0
"1982","S01001802","House",4
"2002","S01001802","House",0
"1998","S01001802","House",0
"1983","S01001802","House",1
"1984","S01001802","House",3
"2004","S01001803","All",0
"2005","S01001803","All",0
"2003","S01001803","All",0
"2002","S01001803","All",0
"1998","S01001803","All",0
"1999","S01001803","All",0
"2000","S01001803","All",0
"2001","S01001803","All",0
"1993","S01001803","All",0
